ProductID,ProductName,Category,Region,Date,UnitsSold,Price,Discount,GrossSales,DiscountAmount,NetSales,COGS,Profit
77271274,Young Electronics,Beauty,Australia,2024-02-23,2,15.32,0,30.64,0.0,30.64,19.53,11.11
f7d3531a,Success Furniture,Electronics,Europe,2022-07-17,12,122.42,20,1469.04,293.81,1175.23,729.12,446.11
6a11e483,Bit Furniture,Books,South America,2023-07-29,2,104.67,10,209.34,20.93,188.41,117.64,70.77
aa3a7d14,Yourself Beauty,Electronics,Australia,2022-03-29,29,208.93,15,6058.97,908.85,5150.12,3151.87,1998.25
170fc21e,Team Beauty,Clothing,North America,2022-02-13,14,190.06,15,2660.84,399.13,2261.71,1437.71,824.0
058df5a1,Ready Clothing,Books,Australia,2022-02-25,3,53.04,20,159.12,31.82,127.3,56.15,71.15
0a326759,Law Electronics,Electronics,South America,2024-11-17,9,229.37,5,2064.33,103.22,1961.11,819.67,1141.44
1ff8b823,Soon Furniture,Electronics,Asia,2023-04-07,42,466.1,0,19576.2,0.0,19576.2,13548.99,6027.21
aba6b211,Artist Beauty,Books,South America,2023-10-08,42,449.85,0,18893.7,0.0,18893.7,8795.3,10098.4
d0afdc6d,Catch Furniture,Electronics,South America,2022-11-11,7,203.79,20,1426.53,285.31,1141.22,771.41,369.81
7a5c3d67,Project Beauty,Electronics,Australia,2023-11-14,22,172.78,10,3801.16,380.12,3421.04,2348.75,1072.29
1a43d361,Cost Furniture,Clothing,Asia,2022-05-23,23,146.13,20,3360.99,672.2,2688.79,1418.59,1270.2
13c4fbe6,Enough Electronics,Furniture,Australia,2023-06-13,19,323.97,0,6155.43,0.0,6155.43,3461.9,2693.53
960d5a6a,Animal Electronics,Clothing,Australia,2023-01-18,29,289.13,20,8384.77,1676.95,6707.82,4142.2,2565.62
4ffe9cd8,President Electronics,Furniture,Asia,2024-11-13,25,8.97,20,224.25,44.85,179.4,76.15,103.25
e2fbbf84,Eye Beauty,Electronics,Europe,2022-12-11,10,276.27,15,2762.7,414.4,2348.3,1171.02,1177.28
b3eee79e,Everyone Clothing,Clothing,Europe,2024-09-26,35,304.2,10,10647.0,1064.7,9582.3,6566.04,3016.26
ca916add,Television Beauty,Clothing,South America,2024-05-07,48,96.19,5,4617.12,230.86,4386.26,2457.54,1928.72
0edc4659,Entire Beauty,Furniture,Europe,2022-03-13,35,97.87,5,3425.45,171.27,3254.18,2175.29,1078.89
f4a879e6,Quality Clothing,Electronics,Australia,2022-07-12,26,79.23,15,2059.98,309.0,1750.98,1108.78,642.2
3c58e41d,Over Beauty,Books,South America,2023-05-21,5,224.56,10,1122.8,112.28,1010.52,458.06,552.46
bf27dea8,Beautiful Electronics,Books,Asia,2024-03-08,43,85.55,0,3678.65,0.0,3678.65,2506.26,1172.39
9fe48960,Decide Clothing,Clothing,Australia,2023-12-22,39,98.99,5,3860.61,193.03,3667.58,2001.2,1666.38
16b72b75,Assume Clothing,Electronics,North America,2024-11-06,42,347.6,10,14599.2,1459.92,13139.28,8141.57,4997.71
882ea1c2,Stay Books,Electronics,South America,2023-12-06,12,65.49,10,785.88,78.59,707.29,476.72,230.57
d568c8fb,Decide Beauty,Beauty,South America,2024-05-26,5,224.1,20,1120.5,224.1,896.4,524.91,371.49
c61c8e1b,Mr Beauty,Electronics,Australia,2024-11-09,19,260.88,0,4956.72,0.0,4956.72,2074.68,2882.04
7bc0a9d2,Rest Books,Furniture,North America,2023-04-12,22,16.44,20,361.68,72.34,289.34,129.04,160.3
394afe15,Finish Electronics,Books,South America,2023-04-22,39,210.18,0,8197.02,0.0,8197.02,3397.26,4799.76
e7b33509,Brother Furniture,Furniture,Asia,2024-06-18,9,323.71,0,2913.39,0.0,2913.39,1383.0,1530.39
c69330cd,Approach Furniture,Books,Australia,2023-05-15,13,418.14,10,5435.82,543.58,4892.24,2476.56,2415.68
45feeadd,Doctor Books,Books,Australia,2023-11-11,49,188.85,15,9253.65,1388.05,7865.6,3246.38,4619.22
ce45d172,Including Books,Furniture,Europe,2022-06-14,5,375.77,0,1878.85,0.0,1878.85,1247.23,631.62
1e9fc948,Thank Books,Clothing,Europe,2024-01-13,18,124.01,5,2232.18,111.61,2120.57,1120.28,1000.29
27bf6000,Identify Electronics,Books,Europe,2022-12-15,3,170.21,10,510.63,51.06,459.57,243.3,216.27
a122fff7,Tax Clothing,Furniture,Australia,2023-12-16,4,228.19,0,912.76,0.0,912.76,377.01,535.75
bfe131d0,Value Electronics,Electronics,Australia,2023-07-25,29,349.74,5,10142.46,507.12,9635.34,3957.69,5677.65
b38601b3,Put Clothing,Furniture,Australia,2021-12-20,4,436.78,20,1747.12,349.42,1397.7,834.54,563.16
f83b0aae,Change Furniture,Clothing,Australia,2024-11-26,32,279.95,5,8958.4,447.92,8510.48,5870.49,2639.99
b6ec44b1,Continue Furniture,Books,Europe,2022-01-05,20,144.87,10,2897.4,289.74,2607.66,1592.92,1014.74
33fa27f8,Without Clothing,Electronics,South America,2022-09-01,4,341.84,5,1367.36,68.37,1298.99,640.9,658.09
58f4ea0a,Past Clothing,Electronics,Australia,2021-12-22,34,167.66,20,5700.44,1140.09,4560.35,2248.11,2312.24
d0991f63,Republican Beauty,Clothing,North America,2024-03-19,12,68.84,5,826.08,41.3,784.78,506.48,278.3
30c53045,Deep Electronics,Books,Asia,2024-10-22,19,111.57,20,2119.83,423.97,1695.86,1030.45,665.41
5d507364,Save Beauty,Books,Europe,2023-01-31,16,292.84,20,4685.44,937.09,3748.35,1958.39,1789.96
17f74977,Daughter Electronics,Clothing,Australia,2024-04-14,35,31.15,5,1090.25,54.51,1035.74,554.03,481.71
c4c531d8,Of Clothing,Furniture,North America,2022-03-24,3,265.16,5,795.48,39.77,755.71,427.42,328.29
0d34aff3,That Clothing,Furniture,Europe,2022-05-20,4,475.8,15,1903.2,285.48,1617.72,1096.8,520.92
d35d3e8c,Simply Books,Beauty,Asia,2024-01-07,19,5.63,0,106.97,0.0,106.97,51.53,55.44
d02a26d1,Shoulder Furniture,Electronics,Australia,2022-12-16,11,168.26,20,1850.86,370.17,1480.69,704.75,775.94
ea064d95,Job Clothing,Furniture,Europe,2022-12-23,48,168.49,5,8087.52,404.38,7683.14,3622.66,4060.48
5e6627a5,Ago Clothing,Clothing,Europe,2022-05-24,20,18.19,10,363.8,36.38,327.42,163.78,163.64
d96b6183,Yourself Beauty,Furniture,Asia,2023-11-02,30,273.98,20,8219.4,1643.88,6575.52,3328.8,3246.72
8baa7873,Deep Electronics,Clothing,South America,2023-06-06,12,180.77,20,2169.24,433.85,1735.39,705.6,1029.79
752a6157,Difference Clothing,Beauty,Australia,2024-06-19,17,115.47,20,1962.99,392.6,1570.39,1004.24,566.15
83dc2186,Rule Beauty,Books,Australia,2022-03-23,13,290.77,0,3780.01,0.0,3780.01,2444.22,1335.79
a07ef32f,Authority Beauty,Beauty,Europe,2023-03-02,11,431.62,20,4747.82,949.56,3798.26,2367.19,1431.07
910cb9b1,Support Electronics,Beauty,Asia,2023-02-26,12,240.18,5,2882.16,144.11,2738.05,1690.54,1047.51
e0451215,Value Books,Beauty,Australia,2024-08-06,36,497.45,0,17908.2,0.0,17908.2,8204.32,9703.88
1a2ebe7b,Once Furniture,Clothing,South America,2022-11-03,36,191.38,0,6889.68,0.0,6889.68,3159.64,3730.04
83e50da4,Too Books,Furniture,Asia,2023-10-12,27,242.29,20,6541.83,1308.37,5233.46,3213.4,2020.06
567dadc3,Step Books,Furniture,Asia,2023-10-05,3,379.65,0,1138.95,0.0,1138.95,475.64,663.31
b0ce8a30,American Furniture,Books,South America,2024-10-15,37,357.16,15,13214.92,1982.24,11232.68,7251.84,3980.84
2f197d02,Their Electronics,Clothing,South America,2021-12-22,14,326.68,5,4573.52,228.68,4344.84,1846.08,2498.76
dc78fdc9,Reveal Electronics,Furniture,Europe,2022-06-30,18,472.0,0,8496.0,0.0,8496.0,5563.5,2932.5
d001c919,Similar Books,Furniture,North America,2024-12-03,40,21.64,5,865.6,43.28,822.32,547.5,274.82
8f307fce,Region Books,Electronics,North America,2022-01-06,46,437.64,10,20131.44,2013.14,18118.3,11606.74,6511.56
92c9d72f,Upon Books,Furniture,Asia,2024-06-10,25,420.01,10,10500.25,1050.03,9450.22,4762.49,4687.73
2fb7c538,Strong Beauty,Furniture,North America,2022-01-21,11,224.23,20,2466.53,493.31,1973.22,921.6,1051.62
42f5aa0e,Whose Clothing,Electronics,Asia,2022-09-07,21,88.24,15,1853.04,277.96,1575.08,914.77,660.31
09e0b747,Fear Books,Furniture,South America,2024-11-26,40,406.26,5,16250.4,812.52,15437.88,9078.89,6358.99
b2d522ff,Set Clothing,Electronics,North America,2024-02-24,1,254.82,0,254.82,0.0,254.82,108.89,145.93
2bf660d2,Continue Beauty,Books,Asia,2024-10-28,17,391.73,0,6659.41,0.0,6659.41,3660.82,2998.59
7c7c2f69,Religious Electronics,Clothing,Australia,2024-09-05,18,53.96,10,971.28,97.13,874.15,599.47,274.68
2d6ab58b,Everything Furniture,Books,South America,2024-01-15,48,10.15,20,487.2,97.44,389.76,166.23,223.53
a395328c,Mouth Electronics,Beauty,Europe,2024-06-30,22,291.27,10,6407.94,640.79,5767.15,3872.8,1894.35
3dc6f0bb,Enjoy Electronics,Books,North America,2024-06-13,47,271.68,5,12768.96,638.45,12130.51,7852.11,4278.4
e178092d,North Electronics,Electronics,Europe,2022-12-30,48,291.41,0,13987.68,0.0,13987.68,6880.27,7107.41
c35cfa38,There Clothing,Electronics,Asia,2022-09-24,14,18.88,0,264.32,0.0,264.32,148.56,115.76
248cc004,Remember Electronics,Books,North America,2022-05-27,42,96.15,15,4038.3,605.75,3432.55,1755.19,1677.36
c60aa59a,Marriage Beauty,Clothing,Asia,2022-11-11,49,171.85,15,8420.65,1263.1,7157.55,3387.76,3769.79
961f6793,Stop Beauty,Beauty,Europe,2022-06-03,35,16.93,15,592.55,88.88,503.67,205.31,298.36
820f1b38,Serve Clothing,Books,Europe,2024-07-20,6,139.44,20,836.64,167.33,669.31,442.88,226.43
f1a9e735,Likely Books,Furniture,Australia,2024-06-28,38,303.43,15,11530.34,1729.55,9800.79,3922.68,5878.11
586c97e6,Contain Beauty,Books,Australia,2023-08-14,48,184.25,0,8844.0,0.0,8844.0,5585.5,3258.5
52e012dc,Responsibility Clothing,Books,South America,2024-03-04,47,326.5,0,15345.5,0.0,15345.5,6555.05,8790.45
c22875aa,Discussion Electronics,Furniture,North America,2022-02-16,42,295.36,10,12405.12,1240.51,11164.61,5452.89,5711.72
0747787d,Foot Clothing,Clothing,North America,2021-12-19,8,27.88,15,223.04,33.46,189.58,117.95,71.63
25a4fe90,Reveal Furniture,Beauty,Europe,2023-02-25,44,234.63,20,10323.72,2064.74,8258.98,3753.61,4505.37
f4c9f426,Officer Books,Clothing,Asia,2024-11-22,5,161.76,20,808.8,161.76,647.04,260.95,386.09
32d21fb6,Benefit Furniture,Beauty,South America,2023-11-09,1,93.63,10,93.63,9.36,84.27,48.02,36.25
b9cfd966,Offer Electronics,Furniture,Europe,2023-01-08,16,318.94,10,5103.04,510.3,4592.74,2438.44,2154.3
2057f934,Thousand Books,Books,Australia,2024-08-09,28,193.28,15,5411.84,811.78,4600.06,2521.84,2078.22
e01200c3,Close Electronics,Books,Europe,2022-09-20,36,404.19,15,14550.84,2182.63,12368.21,5215.09,7153.12
e877d410,True Beauty,Books,Europe,2023-06-16,11,228.82,20,2517.02,503.4,2013.62,1085.77,927.85
9358f6ee,Agent Books,Beauty,Asia,2024-08-02,11,294.54,15,3239.94,485.99,2753.95,1150.33,1603.62
f39db592,Power Furniture,Clothing,South America,2023-10-06,42,444.97,5,18688.74,934.44,17754.3,10979.42,6774.88
b19959a0,Material Electronics,Books,Australia,2023-05-13,3,318.96,15,956.88,143.53,813.35,379.43,433.92
989bde61,Firm Clothing,Electronics,Asia,2022-01-14,50,75.12,0,3756.0,0.0,3756.0,1963.57,1792.43
543bb156,Structure Books,Clothing,North America,2023-11-16,13,223.79,0,2909.27,0.0,2909.27,1209.62,1699.65
2f63999d,Heart Books,Books,Australia,2024-10-02,3,134.2,15,402.6,60.39,342.21,153.04,189.17
97cb3e38,Front Beauty,Furniture,Europe,2023-04-20,33,401.73,10,13257.09,1325.71,11931.38,5045.49,6885.89
e2407559,Remember Furniture,Furniture,North America,2023-12-19,24,132.54,10,3180.96,318.1,2862.86,1688.14,1174.72
c858b527,Bar Clothing,Clothing,Asia,2023-11-12,38,478.08,15,18167.04,2725.06,15441.98,7128.53,8313.45
4cf0951b,Score Furniture,Clothing,North America,2023-11-07,31,145.57,0,4512.67,0.0,4512.67,2266.34,2246.33
6c5c4215,Morning Books,Furniture,Europe,2023-03-06,24,373.9,5,8973.6,448.68,8524.92,3715.02,4809.9
e909d33a,Plant Furniture,Furniture,Asia,2022-09-15,37,298.22,0,11034.14,0.0,11034.14,5433.0,5601.14
3f70f18f,Generation Electronics,Beauty,North America,2022-02-25,12,133.33,20,1599.96,319.99,1279.97,655.84,624.13
6e2cfd45,Kid Beauty,Clothing,South America,2023-09-25,3,275.5,10,826.5,82.65,743.85,375.84,368.01
0527f43c,Must Beauty,Electronics,North America,2023-07-25,3,104.5,15,313.5,47.02,266.48,174.2,92.28
28e0adbc,Book Clothing,Books,Asia,2024-09-11,34,341.18,5,11600.12,580.01,11020.11,7403.17,3616.94
b9943157,Rule Beauty,Books,Europe,2022-09-09,50,99.71,5,4985.5,249.28,4736.22,2741.63,1994.59
3d73753d,Each Clothing,Books,Asia,2024-04-11,20,239.06,10,4781.2,478.12,4303.08,2895.35,1407.73
f66392c4,Outside Electronics,Electronics,Australia,2022-05-05,37,232.47,10,8601.39,860.14,7741.25,4103.06,3638.19
21cfa11d,Its Books,Electronics,Europe,2024-10-25,4,17.14,5,68.56,3.43,65.13,30.07,35.06
b704390d,Teacher Beauty,Furniture,South America,2022-07-29,41,161.48,0,6620.68,0.0,6620.68,4069.16,2551.52
58a17a0d,Go Clothing,Beauty,Europe,2022-03-11,20,199.76,0,3995.2,0.0,3995.2,2435.41,1559.79
5fc53201,Former Beauty,Beauty,Australia,2023-10-05,7,410.38,15,2872.66,430.9,2441.76,1031.17,1410.59
ab3297ab,Stay Furniture,Clothing,Asia,2023-02-28,11,192.63,0,2118.93,0.0,2118.93,1409.37,709.56
ff0d9865,Usually Electronics,Books,South America,2024-02-19,17,158.61,0,2696.37,0.0,2696.37,1171.12,1525.25
0bea67e4,Help Furniture,Clothing,Australia,2023-01-11,7,161.41,0,1129.87,0.0,1129.87,713.35,416.52
f06334c9,Without Books,Books,North America,2023-02-26,49,79.82,10,3911.18,391.12,3520.06,2211.0,1309.06
12d583ca,Condition Furniture,Electronics,Australia,2022-09-19,25,199.46,0,4986.5,0.0,4986.5,2771.93,2214.57
14c0aad1,Skin Electronics,Furniture,Europe,2022-03-11,18,85.17,5,1533.06,76.65,1456.41,837.08,619.33
be2e439e,However Beauty,Electronics,Europe,2022-09-11,11,433.31,5,4766.41,238.32,4528.09,2887.19,1640.9
0716e412,Four Books,Furniture,Europe,2024-03-18,2,277.22,15,554.44,83.17,471.27,226.51,244.76
2848025f,Guy Clothing,Electronics,North America,2024-02-27,29,458.87,20,13307.23,2661.45,10645.78,5561.06,5084.72
89f18864,Whose Clothing,Electronics,North America,2022-12-06,38,328.46,0,12481.48,0.0,12481.48,6478.83,6002.65
4ab816c4,Hold Clothing,Electronics,Europe,2023-03-31,6,377.19,15,2263.14,339.47,1923.67,1049.07,874.6
079520c9,Statement Electronics,Furniture,Europe,2023-03-10,24,449.15,20,10779.6,2155.92,8623.68,5081.91,3541.77
a251efab,Near Furniture,Clothing,South America,2022-09-23,37,490.04,0,18131.48,0.0,18131.48,7594.12,10537.36
7a95d588,Sport Electronics,Books,North America,2023-12-03,16,413.67,15,6618.72,992.81,5625.91,3326.43,2299.48
9e8c05d1,Ball Books,Beauty,South America,2024-07-21,30,412.31,5,12369.3,618.47,11750.83,7178.51,4572.32
6225942a,Reach Books,Furniture,Australia,2024-03-16,7,436.36,10,3054.52,305.45,2749.07,1141.47,1607.6
dd028393,Story Beauty,Clothing,Asia,2023-07-24,23,14.86,5,341.78,17.09,324.69,163.11,161.58
958ffdec,Series Books,Clothing,North America,2024-10-17,33,281.3,5,9282.9,464.14,8818.76,6037.45,2781.31
e8c4bff2,Woman Books,Clothing,Asia,2024-08-07,11,278.98,10,3068.78,306.88,2761.9,1134.52,1627.38
f49683b9,Beat Books,Books,Australia,2023-12-12,39,60.48,5,2358.72,117.94,2240.78,1230.76,1010.02
ca21e35b,International Books,Clothing,South America,2023-11-05,29,344.79,0,9998.91,0.0,9998.91,6656.94,3341.97
b1011121,Opportunity Furniture,Furniture,Asia,2024-05-15,36,296.45,10,10672.2,1067.22,9604.98,6310.54,3294.44
5e9b58a7,Speech Electronics,Beauty,Europe,2022-03-30,50,182.94,0,9147.0,0.0,9147.0,5683.91,3463.09
e053b476,Long Furniture,Beauty,Asia,2024-02-10,44,120.06,20,5282.64,1056.53,4226.11,2880.97,1345.14
33a1aee6,Conference Electronics,Books,South America,2024-03-02,8,27.28,5,218.24,10.91,207.33,86.67,120.66
fe52b1de,Prepare Electronics,Beauty,South America,2023-08-06,34,466.52,15,15861.68,2379.25,13482.43,5829.62,7652.81
fa473190,Page Furniture,Electronics,South America,2022-11-17,39,256.47,20,10002.33,2000.47,8001.86,4205.26,3796.6
5fa5e5c9,Sea Electronics,Beauty,Europe,2023-04-27,24,34.29,10,822.96,82.3,740.66,385.72,354.94
3d30af22,Daughter Clothing,Furniture,Australia,2022-10-11,37,317.62,5,11751.94,587.6,11164.34,5842.08,5322.26
21078345,Most Beauty,Books,Australia,2022-06-24,32,462.49,20,14799.68,2959.94,11839.74,7646.53,4193.21
f6b5bb62,Age Electronics,Beauty,Asia,2023-04-11,25,165.98,15,4149.5,622.42,3527.08,2447.22,1079.86
08c0777b,Natural Beauty,Electronics,South America,2024-01-30,24,119.79,5,2874.96,143.75,2731.21,1896.52,834.69
9b2ee48f,Best Clothing,Furniture,Europe,2022-05-15,9,277.77,0,2499.93,0.0,2499.93,1552.82,947.11
fa493e74,No Electronics,Books,Australia,2023-01-29,17,70.72,15,1202.24,180.34,1021.9,409.13,612.77
080139e4,Help Books,Electronics,Asia,2024-05-19,38,163.78,5,6223.64,311.18,5912.46,2406.5,3505.96
65367921,Question Beauty,Clothing,North America,2022-07-18,7,263.02,10,1841.14,184.11,1657.03,1064.71,592.32
e2b96f50,Wish Furniture,Furniture,Asia,2023-10-06,38,182.11,10,6920.18,692.02,6228.16,4199.35,2028.81
85144345,World Furniture,Clothing,Asia,2023-02-10,12,288.21,0,3458.52,0.0,3458.52,1715.09,1743.43
cd44d520,Else Books,Clothing,North America,2023-10-10,29,52.57,5,1524.53,76.23,1448.3,586.64,861.66
87719654,Push Books,Beauty,Asia,2023-04-27,50,218.7,0,10935.0,0.0,10935.0,7136.43,3798.57
0dc46c41,Cover Clothing,Electronics,Australia,2024-04-01,17,294.3,20,5003.1,1000.62,4002.48,2534.32,1468.16
7f67d390,Blood Electronics,Beauty,Australia,2024-02-02,8,308.25,10,2466.0,246.6,2219.4,1229.41,989.99
5846f898,He Beauty,Electronics,Australia,2023-12-01,1,50.06,5,50.06,2.5,47.56,20.54,27.02
8e2a0c0c,Me Electronics,Beauty,Asia,2024-12-01,22,301.94,15,6642.68,996.4,5646.28,3160.8,2485.48
7c2cc3e9,Event Furniture,Furniture,North America,2023-02-16,5,385.93,20,1929.65,385.93,1543.72,787.2,756.52
dcf1ad9b,Respond Electronics,Clothing,Australia,2023-04-25,45,73.24,20,3295.8,659.16,2636.64,1479.06,1157.58
f47f7b7f,Personal Furniture,Furniture,North America,2022-06-17,34,160.84,15,5468.56,820.28,4648.28,2409.33,2238.95
6ef527f3,Take Electronics,Beauty,Australia,2023-08-02,28,302.99,0,8483.72,0.0,8483.72,3691.84,4791.88
9ae101f3,Dark Electronics,Clothing,Australia,2023-05-15,43,109.62,5,4713.66,235.68,4477.98,2358.59,2119.39
23914e21,Along Furniture,Furniture,South America,2022-07-17,15,415.58,0,6233.7,0.0,6233.7,3696.14,2537.56
f3962997,Peace Books,Electronics,Australia,2023-12-29,13,423.5,5,5505.5,275.28,5230.22,3433.85,1796.37
e7a566ba,Near Clothing,Beauty,South America,2022-06-05,36,327.89,15,11804.04,1770.61,10033.43,6407.17,3626.26
ab2ec8bd,Produce Beauty,Books,North America,2023-12-04,3,266.44,0,799.32,0.0,799.32,514.29,285.03
43d18b2e,Agree Beauty,Clothing,South America,2023-11-27,27,6.32,10,170.64,17.06,153.58,78.93,74.65
b71f2d43,Teacher Beauty,Clothing,North America,2024-11-21,9,484.93,20,4364.37,872.87,3491.5,2097.92,1393.58
44014db6,Player Books,Beauty,Australia,2023-07-18,46,201.5,15,9269.0,1390.35,7878.65,5440.56,2438.09
2ec1a2cd,Arrive Furniture,Books,Europe,2023-10-25,8,456.5,0,3652.0,0.0,3652.0,1912.21,1739.79
c2f5e1ab,Worry Furniture,Clothing,Asia,2024-06-19,16,456.21,0,7299.36,0.0,7299.36,3170.19,4129.17
86e51266,Chair Furniture,Clothing,Europe,2022-08-21,50,187.11,10,9355.5,935.55,8419.95,4676.23,3743.72
5b21d30a,Return Electronics,Electronics,Australia,2022-04-19,34,156.92,5,5335.28,266.76,5068.52,2684.46,2384.06
a15e948e,Cup Electronics,Electronics,South America,2022-09-09,12,478.08,10,5736.96,573.7,5163.26,2140.34,3022.92
b027d506,Herself Electronics,Clothing,Asia,2023-02-13,39,446.67,10,17420.13,1742.01,15678.12,6668.93,9009.19
3f1a08a1,Law Electronics,Electronics,Europe,2023-04-23,36,114.29,20,4114.44,822.89,3291.55,1915.75,1375.8
ae26111f,Easy Furniture,Books,Asia,2022-12-05,17,101.13,20,1719.21,343.84,1375.37,932.12,443.25
d5d82617,Lot Furniture,Beauty,Asia,2023-06-27,37,204.04,0,7549.48,0.0,7549.48,3490.06,4059.42
9c6957cb,Yet Books,Beauty,Europe,2023-04-16,47,68.09,15,3200.23,480.03,2720.2,1758.72,961.48
b568570d,Product Electronics,Beauty,Europe,2023-08-16,2,106.36,0,212.72,0.0,212.72,141.43,71.29
f98f1cb1,See Electronics,Clothing,North America,2023-06-18,16,401.68,20,6426.88,1285.38,5141.5,2097.24,3044.26
c559d0ed,Field Clothing,Beauty,North America,2022-04-13,15,212.76,5,3191.4,159.57,3031.83,1844.54,1187.29
65b2b29f,Budget Clothing,Books,North America,2023-08-29,47,60.14,20,2826.58,565.32,2261.26,1326.01,935.25
fa57324f,Daughter Electronics,Furniture,South America,2023-06-19,17,84.23,0,1431.91,0.0,1431.91,806.4,625.51
15dd849a,Rule Furniture,Books,Asia,2024-11-13,42,216.39,10,9088.38,908.84,8179.54,3637.62,4541.92
4032928c,Gas Beauty,Clothing,South America,2024-02-20,1,302.67,15,302.67,45.4,257.27,147.09,110.18
68cb9759,Fast Books,Beauty,Australia,2024-01-15,33,254.77,20,8407.41,1681.48,6725.93,3588.02,3137.91
0945b0e7,Health Furniture,Books,North America,2022-04-04,11,110.95,15,1220.45,183.07,1037.38,522.77,514.61
198dfaf4,Bag Furniture,Books,South America,2024-11-11,8,92.09,5,736.72,36.84,699.88,326.15,373.73
d35a9ca3,Democratic Furniture,Beauty,Asia,2022-11-06,25,359.23,15,8980.75,1347.11,7633.64,4537.83,3095.81
87a571e5,Agree Books,Clothing,Asia,2023-05-28,37,374.38,5,13852.06,692.6,13159.46,7754.97,5404.49
6a17e88f,Series Furniture,Books,South America,2022-11-22,29,162.88,15,4723.52,708.53,4014.99,2065.87,1949.12
f0480a40,Down Beauty,Beauty,South America,2024-09-13,9,242.86,0,2185.74,0.0,2185.74,1166.92,1018.82
46abf43e,Hand Books,Beauty,North America,2023-12-07,22,88.34,0,1943.48,0.0,1943.48,856.6,1086.88
1dfd6768,His Furniture,Clothing,North America,2023-09-01,10,343.34,15,3433.4,515.01,2918.39,1874.08,1044.31
41f940ec,Four Clothing,Clothing,Asia,2024-08-23,45,472.33,10,21254.85,2125.49,19129.36,13040.7,6088.66
21808300,Well Books,Clothing,Europe,2024-10-10,35,122.33,20,4281.55,856.31,3425.24,2356.38,1068.86
666ef2bc,Author Furniture,Beauty,Australia,2024-04-15,36,413.81,15,14897.16,2234.57,12662.59,7598.14,5064.45
cf30536b,Both Furniture,Books,Europe,2022-11-03,28,139.37,10,3902.36,390.24,3512.12,2096.77,1415.35
4e42eef2,Join Clothing,Clothing,South America,2024-09-26,11,180.64,5,1987.04,99.35,1887.69,1280.65,607.04
d8472089,Carry Furniture,Electronics,Europe,2024-07-17,2,499.28,20,998.56,199.71,798.85,358.74,440.11
e008514f,Address Electronics,Electronics,Australia,2023-02-13,12,169.03,15,2028.36,304.25,1724.11,1024.4,699.71
8b596ec9,Serious Furniture,Furniture,Europe,2024-06-02,16,115.87,0,1853.92,0.0,1853.92,1106.33,747.59
